Genus,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
BMAH01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101065227497827,0,0,0,0,0,0,0,0,0,0,0.000413098993540634,0.000573138890657836,0.000393588874554479,9.97386846462269e-05,7.72499034376207e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000352379919765803,0.000585642511481676,0.000266939538194599,0,0,0,0,0,0,0,0.000602269194902083,0.0011592109763977,0.000292943153610139
BOG-1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24547326413212e-05,6.55981457590799e-05,7.97909477169815e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bog-1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245700245700246,0.0011488881099817,0.00149531016357787,0.00180234304595975,0.000310913047984247,0,0,0,0,0,0,0,0,0,0,0,0,0
Bog-1198,0.00388187415214442,0.0014235471445319,0.00178270296314141,0.0012157577896739,0,0,0,0.00323286581120064,0.00266917407261367,0.00372148412787019,0.0033136697982667,0.00215978700031652,0.00121953344134915,0.00110019494682391,0.00101065227497827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024831011173955,0,0.00253012850389507,0.00294362949516754,0.00418752312876147,0.0138410703144858,0.0132099689806396,0.00920259102077284,0.00901585076138178,0.00831483075807694,0.0073860724824625,0.0116765122465195,0.000758972134880191,0.00117128502296335,0.00177959692129733,0,0.000112372176649062,0,0,0,0.00182105717161068,0.00122209165687427,0,0,0.000154180607163231
BOG-1338,0.00221225086089951,0.000251214201976218,0.000192724644663936,0,0,0,0,0,0,0.00260503888950914,0.0115432233631928,0.0101472751307974,0.00270039547727312,0.00119670327549268,0.00107129141147697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282021151586369,0,0,0
Bog-1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOG-1369,0.00580194093707607,0.0036565622732094,0.00337268128161889,0.00352961938937585,7.84436774395984e-05,0,0,0.0071123047846414,0.0144681367345082,0.00561944103308399,0.00440608841307989,0.00176879107784543,0.0015853934737539,0.000656256634947596,0.000869160956481313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163547462485247,0.0413621901332121,0.0390838271522738,0.0427071579257224,0.0363243285355355,0.0923816345865009,0.0824330587941669,0.0571141389323207,0.0442614012540406,0.0326702614527165,0.0321771243793402,0.0644799115625108,0.0291391087498645,0.0175076287642943,0.0237576188993193,0.00029451982749553,0.000497648210874416,0.00799961214001745,0.0563201653436047,0.0441319782820549,0.0212296928164087,0.00846063454759107,0.00516785825303077,0.0030975637566037,0.00248230777532802
BOG-1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97386846462269e-05,0,0,0.0013985524981644,0.00013316465809974,0.00132463327282539,0,0,0,0,0.000155781438641586,0.000317187004395306,0.00114855194105278,0.000673644937299202,0,0,0,0,0,0,0,0,0,0,0,0,0
BOG-1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000543301097468217,0,0,0.000877941102694025,0,0,0,0,0,0,0,0.000785412553864442,0,0.000159581895433963,0.000231749710312862,0,0.00164329918534317,0.00153139356814701,0.00208507089241034,0,0,0.000410026027739152,0.00169756533392897,0.00237566693928418,0.00183515338257284,0.000971851642429276,0.00122637924482675,0,0.000801405542027556,0.000756328691551364,0,0,0,0,0,0,0,0,0,0
Bog-159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272675924663537,0.0012708829170229,0.00080222483688095,0,0,0.000430468077393629,0,0.000414550730645663,0,0,0,0.000378668349637109,0,0,0,0,0,0,0,0,0
Bog-209,0,0,0,0,0,0,0,0,0,0.000893156190688847,0,0.000204807387961049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245244554804494,0.00167826299779728,0.00272987549104468,0.00348329490261492,0.00212297684202326,0.00998220763916168,0.018005490783328,0.0201697565333929,0.0106515558671184,0.0100593592822511,0.00947113600621985,0.0106574083670156,0,0,0,0,0,0,0,0.00366606339041255,0.003690036900369,0.00204465334900118,0.00188451973888716,0.00106419368325035,0.000508796003638662
Bog-366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141491318496958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035253904753146,0.00472011468130485,0.00119848192289766,0.00318893195309817,0.000116861110570087,0.00198719874298126,0.00426070524476771,0.00352914898369444,0.00233672157962379,0.000770311296388599,0.00136059229940099,0.00247003143676374,0,0,0.000311429461227032,0,0,0,0,0.00194904635945984,0,0.000611045828437133,0.000194280385452285,0,0.000570468246503955
Bog-375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259094206653539,0,0,0,0,0,0,0,0,0,0,0,0,0
Bog-515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083913149889864,0.000499367467874026,0.00103027032330864,0.000993319439845743,0.000854957598724496,0.00016044496737619,0,0,0,0,0.000362731889314955,0.000758972134880191,0,0,0.00151467339854844,0.0002086911852054,0,0,0,0,0,0,0,0
Bog-756,0.00267139726599186,0.00541506168704293,0.00590219224283305,0.00607878894836951,0.00572638845309068,0.00680713128038898,0.00643413477819167,0.00258629264896051,0.00178955988959325,0.00107923039708236,0.000837520938023451,0.000800610698393193,0.00099304865938431,0.000868574958018877,0.000363834818992178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000383194616882022,0.00283206880878291,0.0019974698714961,0.00365500662316636,0.00253199072901856,0.000901171522979874,0.00032088993475238,0,0.000136308758811388,0,0.000229710388210556,0.000535461360417314,0,0,0,0.00189334174818555,0.000690286227987093,0,0,0,0,0,0,0,0
Bog-793 Family,0,0.000976944118796405,0.000578173933991809,0.000902013843951605,0.00125509883903357,0,0,0,0,0,0.000473381399752385,0.000484090189726117,0.000365860032404746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062934862417398,0,0.000735907373791885,0.000350583331710262,0,0,0,0,0,0,0,0,0,0,0.000673188177132639,0.000449488706596247,0,0,0,0,0,0,7.60138345178823e-05,0
BOG-931,0.000793071063341334,0.00237257857421984,0.00224042399421826,0.00264721454203188,0,0,0,0.00377996617924998,0.00385210349115836,0,0,0,0.000801407690029443,0.000926479955220136,0.000889374001980878,0.00211887428012605,0.00210816915547748,0.00212273864968476,0.00215722670947675,0,0,0,0.0035322550659974,0,0,0,0,0,0,0,0.0020845787158382,0.0124471172336632,0.00715760037286104,0.00880635823970956,0.00631049997078472,0.0239850266885413,0.0105537134096338,0.00390886754523118,0.00453713440043619,0.00405546241333998,0.00441750746558762,0.00965557743462189,0.00311720698254364,0.00249668649631662,0.00311429461227032,0,0.0014608382964378,0.00843595462038204,0.00291230212785946,0,0,0.00143360752056404,0.000757693503263911,0,0.000570468246503955
BOG-932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08521819982617e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294362949516754,0,0.000277283545532269,0,0,0,0,0.000159030268761154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOG-935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203905931396982,0,0.000207275365322831,0,0,0,0,0,0,0,0,0,0,0,0,0
Bog-950,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115809994402517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000612249360418079,0.000598432107877361,0.000231749710312862,0.000153277846752809,0.00031467431208699,0.000332911645249351,0.000220772212137566,0,6.93208863830672e-05,0,8.93455438909984e-05,0.0010709973906609,0.00240155874756446,0.00547770925732864,0.00114001450927557,0,0,0,0,0,0,0,0,0,0.000188014101057579,0.00435188063413118,0.00402873322944776,0.00144929770733437
BOKZ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05052878965922e-05,0,0,0
Bosea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301167022211068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium,0.014609203798393,0.011192988332496,0.0143820766080463,0.0103535502088358,0.000843269532475682,0,0.0065470143357038,0.0343678503929175,0.0259031211137735,0.0196866510364333,0.0112154977787488,0.00767096762181385,0.00576665098695099,0.00509563975371074,0.00669051806035615,0.0052700206454417,0.00276069770360146,0.00408706396730349,0.00295991571765414,0.000827684942844999,0,0,0.0121769845696226,0.0154256332127214,0.00676536915383861,0.00379299984978218,0.0022076460973487,0.00157435549821792,0.00135644611118869,0.00119737350328312,0.00781717018439325,0.0048949337435754,0.00386177508489247,0.00490604915861257,0.00329158794772413,0.00954317535873559,0.00855706492673013,0.00457895912441367,0.00362191844841687,0.00314921382935339,0.00318060537522308,0.004611876878433,0.00393039141277242,0.00332891532842216,0.00460470703385683,0.000610076785526454,0.000610020387523478,0.00252108988655096,0.0125416881957819,0.0136433245162188,0.00646954521493267,0.00514688601645123,0.00472101336649052,0.00231842195279541,0.00340739141830741
Brevibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0.000209062875659855,0,0,0,0,0,0.000150504189033261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevinematales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226562145996647,0.000318060537522308,0,0,0,0,0,0,0,0,0,0,0,0.000116568231271371,0,6.16722428652924e-05
Brevundimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135825274367054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000331106479948581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRH-c8a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06391364986963e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brocadiales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brocadiia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111849316600676,0,0,0,0,0,0,0,0,9.97386846462269e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryobacteraceae Family,0.00127308775957425,0.00106068218612181,0.00161406889906047,0.00123536678628155,0,0,0,0,0.0030331523552428,0.00718246436678948,0.00287670235234142,0.00141503286227634,0.000766563877419467,0.000694859966415102,0.000788308774483051,0.000162990329240465,0.000451750533316602,0.000253461331305643,0.000326092409572066,0.000201328769881216,0,0,0,0,0,0.000413098993540634,0.000254728395847927,8.74641943454398e-05,0.00025932058008019,0.000270374662031672,0.000705078095062921,0.00027971049963288,0,0,0.000954365736322381,0.0010629202578737,0.000677434306699469,0.000469064105427742,0.000603653074736145,0.000271874575195976,0.000123690209036453,0.000742736725740146,0.00032527377209151,0.000246586320623863,0.000266939538194599,0.000546965393920269,0.000240797521390846,0,0,0,0.000622993242919442,0.000611045828437133,9.71401927261424e-05,0.000228041503553647,0.000354615396475431
BS750m-G62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000383194616882022,0,0,0,0,0,0,0,0,0,0,0,0.00021684918139434,0,0.000244694576678382,0.000105185652676975,0,0,0,0.000232029328507123,0,0,5.82841156356854e-05,0,0.000107926425014262
BS750m-G65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380069172589411,0.000400869578624401
Burkholderiaceae Family,0.00154440154440154,0.00114442025344722,0.00115634786798362,0.000784359864305744,0,0,0,0,0.00330613606721466,0.00282832793718135,0.0010924186148132,0.00100541808635424,0.000540079095454625,0,0.000282982636993916,0.000869281755949147,0,0.00095047999239616,0,0,0,0,0,0,0,0,0.000424547326413212,0,0,0,0,0,0,0,0,0,0,0,0.000155781438641586,0,0.000212040358348206,0,0,0.000832228832105539,0.000667348845486497,0,0,0,0,0,0,0.000399529964747356,0.000194280385452285,0,0.000123344485730585
Burkholderiaceae_B Family,0.000918292810184702,0.00145145983364037,0.00149361599614551,0.00100005882698982,0.00121587700031377,0.000555684186154202,0,0.00129314632448025,0.00112226637143984,0.000930371031967549,0.000728279076542131,0.00154536483643337,0.00264812975835816,0.00150552992723272,0.00347664382592525,0.00391176790177116,0.00230894717028485,0.00373855463675823,0.00215722670947675,0.00313178086481892,0.00388688799343865,0.00832364566379912,0.00725041829336308,0.00742715673205104,0.00509853907245808,0.00157728706624606,0.00426670063045278,0.00212100671287692,0.00223414653607548,0.00266512166859791,0.00124155055869775,0,0,0,0.00122704166098592,0.000901171522979874,0.000730915962491532,0.000982800982800983,0.0010709973906609,0.0015406225927772,0.00116622197091513,0,0.000650547544183021,0,0.000823063576100013,0.00271378983906595,0.00192638017112677,0,0,0,0,0.000564042303172738,0.00108797015853279,0.00102618676599141,0.00115635455372423
Burkholderiales Order,0.0021078994051967,0,0,0.000176480969468792,0.000176498274239096,0,0,0.00308365661991445,0.0024871849312991,0.00238174984183692,0,0.000595803310432144,0.000418125751319709,0.000482541643343821,0.000444687000990439,0.019504509399109,0.0144811143179822,0.0153027278775782,0.0139467215170822,0.00190143838221148,0.00260314516991763,0.00525459195535922,0.0212400074363265,0.0646860915381197,0.0414256299637219,0.0139327024185068,0.00819376339977499,0.00408895108564931,0.00359059264726417,0.00339899575125531,0.0112199383823056,0.00552428236774938,0.00339569878154338,0.00583819849874896,0.00109070369865415,0.0048524620468147,0.0192890505223375,0.0580299307572035,0.0689917046383923,0.0444741492591418,0.0333080062905306,0.0387950392095899,0.00360511764068091,0.00406867429029375,0.00298082484317302,0.00321868097191543,0.00468752508307514,0.0158052942887618,0.0203391422800507,0.00946679660309063,0.00809891215795275,0.0118213866039953,0.00707180603046316,0.00288852571167953,0.00468709045776222
Byssovorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194370328485855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bythopirellula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139634158504718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7867-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.992762490822e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7867-002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015306234010452,0,0,0,0,0,0,0,0,0,0,0,0,0.000159030268761154,0,0,0,0,0,0,0,0,0,0,0,0.000194280385452285,0,4.62541821489693e-05
C7867-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65823290498702e-05,9.81209831722514e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247044962183117,0
C7867-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000546651214658999,0.00151602800662265,0.000347624565469293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000477959882206016
CAADGV01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000916568742655699,0,0,0
Caballeronia,0.000354794949389544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045452956190343,0,0,0.0003116296281869,0,0.00149748636217777,0.00160821979003797,0.000915215952019317,0,0.000512430866008164,0.0011054686150551,0,0,0,0,0,0,0,0,0,0,0,0,0
CABMGE01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08361214326462e-05
CACIAM-22H2 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380310768227752,0,0.000380191996958464,0,0.000782945216204729,0.00142638091502336,0.000465008137642409,0,0,0,0,0,0,0.000119686421575472,0.000366937041328698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112372176649062,0,0,0,0,0,0,0,0
CADCWF01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200778014807379,0,0.00035117644107761,0,0,0,0,0,0,0,0,0,0,0,7.66389233764044e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADCWI01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055800976517089,0.000697155605131065,0,0,0.000187772269791197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADCWL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000923611865695969,0.00178190488141549,0.00250293064664322,0.00173079817388251,0.000648726036283918,0.00213957137253504,0.00362706347361079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADDYX01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000679126371835271,0.00065252854812398,0,0.000852857071188481,0,0,0,0.00190555865402491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADDZO01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271061476742925,0,0.000244694576678382,0.000820448090880404,0.00025685068948357,0,0,0,0,0,0,0,0
CADDZR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245302457930628,0,0.00073942278808605,0.000285235497557671,0,0.000194726798301982,0.000271874575195976,0.000176700298623505,0.000449096624866135,0,0,0,0,0,0,0,0,0,0,0,0,0
CADDZS01,0.000793071063341334,0.000976944118796405,0.0012045290291496,0.00141184775575034,0,0,0,0,0,0.000669867143016635,0.00633602796591654,0.00508294699212423,0.00137633059809404,0.000598351637746338,0.000788308774483051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475161324933707,0.0100695779867837,0.0132831746454491,0.0108423686405338,0,0.00103981329574601,0.00237102007344814,0.0108778199687291,0.0510184211551194,0.0811319044813992,0.048504231972152,0.0177047707879918,0.000542122953485851,0,0,0,0,0,0,0,0,0.00145710928319624,0.00200108797015853,0.000285051879442058,0
CADEED01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212318323071281,0,0.00630229273063132,0.00306186472581252,0.00348509330545259,0.00338634425324838,0.000514506856363108,0,0.00218553824691932,0.0134318646588585,0.0213927505871897,0.0119619570546132,0.00548295027790296,0.00348128807658834,0.00166181969256336,0.00201472142985378,0.00183468520664349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADEEL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107294492726966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.71401927261424e-05,0,0
CADEFD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173856351189829,0.00293637846655791,0.00174254665272629,0.00240806702453218,0.00749390421224526,0.00784509503262846,0.00427807486631016,0.00418293363078639,0,0,0.00112663361874718,0.00106136831603303,0.00133382896376796,0.000698170792523588,0.000424874468906914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADEFT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81595042781693e-05,0,0,0,0,0,0,0,0
CAG-272 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181917409496089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIJLX01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30100895870514e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIKAP01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271992539633199,0,0
CAIKBL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000543985079266397,0,0
CAIKUF01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105943714006302,0.000527042288869369,0,0.000526764661616415,0.000603986309643648,0.00181863566665478,0.00148802604045571,0.00162669641197249,0,0.000980488283165016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAILAD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86249517188103e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAILIB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0,0,0,0,0,0,0,0,0.000106963311584127,4.46727719454992e-05,0.000136308758811388,9.06248583986587e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAILUG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217320438987287,0,0,0,0,0,0,0,0,0,0.000525762355415352,0.000169818930565285,0,0.000219425106221699,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAILUR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294530789795641,0.000229710388210556,0.000103637682661416,0,0,0,0,0,0,0,0,0,0,0,0,0
CAILZL01,0,0,0,0,0,0,0,0,0,0,0,0.000223426241412054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376028202115159,0,0,0
CAIMLA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226562145996647,5.30100895870514e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIMNF01,0,0,0,0,0,0,0,0,0,0,0,0,6.96876252199516e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306124680209039,9.97386846462269e-05,9.65623792970259e-05,0.000260572339479775,0,0,0,0,0,0,0,0.000428398956264361,0.00156327880737686,0.00272118459880197,0.000570007254637786,0,0,0,0,0,0,0,0,0,0,0.00207880012433945,0.00317357759112158,0.00114093649300791
CAIMPC01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000406410686834061,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62541821489693e-05
CAIMTB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434640877974573,0.000401556029614757,0,0,0,0,0.00055800976517089,0,0,0,0,0,0,0.000139634158504718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIMUX01 Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108660219493643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIMWE01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500555090275208,0.0012708829170229,0.000267408278960317,0,0.000311562877283172,0.000453124291993294,0.00038874065697171,0.00055273430752755,0,0,0,0.00117807930998212,0.00113977493458334,0,0,0,0,0,0,0,0
CAIMXF01,0.000605238443076281,0,0,0,0.000627549419516787,0,0,0,0.000849282659467985,0.00115366007963976,0.00127448838394873,0,0.000261328594574818,0.000540446640545079,0.000242556545994785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047718286816119,0.00288837026596113,0.00108746033443862,0.000982800982800983,0.0010904700704911,0.000770311296388599,0.000512430866008164,0.00188275123501572,0,0,0,0,0,0,0,0,0,0,0,0,0
