Family,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
JAIOJS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125420157527718,0.000894794532805405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357631219101715,0.000288957025669016,0,0,0,0,0,0,0,0
JAIQFV01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360202939869101,0.00045452956190343,0,0.000441544424275131,0,0.000184855697021513,0.000570470995115342,0.00158588340406522,0.000895743272189119,0.000815623725587929,0.000565440955595215,0.000500915466196843,0.00279193321045213,0.00221927688561477,0.00193531165191084,0.00016829704428316,8.02658404636155e-05,0,0,0.00556870388417096,0.0147122250443284,0.0082256169212691,0.0037496114392291,0.00216639428375964,0.00255939807890963
JAIQGF01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341809598258764,0.0006992762490822,0,0.000809498111171074,0.0012465185127476,0.00392818356170714,0.00244232894783756,0.00142952870225597,0.00151886902675546,0.00101952965698491,0.00143127241885039,0.00190002418212595,0.00178900574650331,0.00175692753444503,0.00169061707523246,0.000420742610707899,0.000385276034225354,0,0.0109915919019212,0.00631119773539375,0.00321081132889251,0.00150411280846063,0.00165138327634442,0.00138725247995135,0.00114093649300791
JAJFLK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125486259254612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJRXK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5291755552767e-05,0,5.01680630110871e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAJVHW01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217320438987287,0.00158112686660811,0.00266134397870925,0.00245823508754327,0.00820973983848959,0.00741718075812146,0.00520809114159498,0.00237032905744562,0,0,0.000413098993540634,0.000530684158016515,0.000459187020313559,0.00051864116016038,0.000193124758594052,0.000751061449088763,0,0,0,0,0,0,0,0,0,0,0,0.000406592215114388,0,0.000422654268808115,0.00807825812559167,0.00788210553352704,0.00286046737127897,0.00173798675372258,0,0,0,0.000563413117811626,0.000304055338071529,0.000508796003638662
JAJVIF01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000465008137642409,0,0,0,0,0.000148591564244624,4.37320971727199e-05,0,7.72499034376207e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000135530738371463,0,0,0,3.21063361854462e-05,0.000339377484728013,0,0,0,0,0,0,0
JAJVII01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.24698702339488e-05,0,0,0,0,0,0,0,0,0,0,0
JAJYDF01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271061476742925,0,0.000333674422743249,0,0,0,0,0,0,0,0.000155424308361828,0.000304055338071529,0.000215852850028523
JAJYVN01,0,0,0,0.000235307959291723,0.000215720112958896,0.000555684186154202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAKAPL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000490489109608988,0,0.000399493974299221,0.000220772212137566,0.0012465185127476,0.000531460128936849,0,0.000111681929863748,0.000214199478132181,6.79686437989941e-05,8.83501493117523e-05,0.000466369571976371,0.00130109508836604,0.00129457818327528,0.00171286203674868,0.000589039654991059,0.00179795482638499,0.00189081741491322,0,0,0,0,0.000349704693814113,0,0
JAKASW01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79686437989941e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAKAVM01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000564195653240445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAKFYE01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86249517188103e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAKLKS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000814951646202325,0.00271050319989961,0.00199600798403194,0.00233281493001555,0.00787419188868756,0.00634739507185394,0.00130202278539874,0,0,0,0,0.00033963786113057,0.00019679443727724,0.000119686421575472,0.000212437234453457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016829704428316,0.000417382370410801,0,0,0,0,0,0,0,0
JALHLM01,0.00112699572159032,0,0,0,0.000117665516159398,0,0,0.00273550184024669,0.00218386969577482,0.00107923039708236,0.000546209307406598,0,0.000487813376539661,0.000347429983207551,0.000242556545994785,0,0.00042665328146568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000965650434542696,0,0,0,0.000194768517616812,0,0,0,0,0,0,0,0.000596335248834436,0.000924698702339488,0.000978778306713529,0,0,0,0,0,0,0,0,0.000399072631218882,0
JALHPA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230902966423992,0.00336303174802359,0.00319994930773374,0.00361210053679827,0,0,0,0.0011154489682097,0.0176474322351298,0.00681439356799686,0.00112663361874718,0.000955231484429727,0.000743445651936239,0.000179529632363208,0.000482811896485129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JALRDG01,0,0,0,0,0,0,0,0,0,0,0,0.000893704965648215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMPXM01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154499806875241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000369132732359341,0.000760138345178823,0.000154180607163231
Jatrophihabitantaceae,0.00507148074715642,0.00533132361971752,0.00407130811852566,0.00398062631135165,0.0107271728898651,0.0178745079879602,0,0.00552074007758878,0.00266917407261367,0.0018979569052138,0.00240332095258903,0.000856467258746206,0.000818829596334431,0.000907178289486383,0.00135427404847088,0,0,0.000443557329784875,0,0.000581616446323513,0.00146204043789894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCM-10596,0,0,0,0,0,0,0,0,0,0,0,0,0.000418125751319709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JdFR-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321883478180899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155714730613516,0,0,0,0,0,0,0.00115158636897767,0.000330276655268884,7.60138345178823e-05,7.70903035816155e-05
Kaistiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000705078095062921,0,0,0,0.000116861110570087,0,0,0,0,0,0,0,0,0,0,0,0.000545807715152585,0,0,0,0,0.000211515863689777,0,0,0
Kapabacteria Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399529964747356,0.000135996269816599,0,0
Kapabacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298815603607519,0.000401556029614757,0,0.000250840315055436,0,0,0,0,0,0.000931463869006765,0.0024785939612438,0.000594366256978497,0.0002186604858636,0.000159581895433963,0.000135187331015836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazan-3B-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98954738584908e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kineococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000603986309643648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kineosporiaceae,0.00102264426588751,0,0,0,0.00352996548478193,0.00412132438064367,0,0,0,0,0,0,0,0.00027022332027254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115704217944672,0.00067423305989437,0,0,0,0,0,0,0,0
Kiritimatiellia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51089079164789e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koll11 Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147073242474752,0.000863752441039507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koribacteraceae,0.000626108734216842,0,0.000385449289327873,0,0,0,0,0,0.000697625041705845,0.00316326150868967,0.00364139538271065,0.00169431566404141,0.00118468962873918,0.000733463297882607,0.00107129141147697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126914057111326,0.00115380581098563,0.00179772288434649,0.00107933081489477,0.00109070369865415,0.00415925318298403,0.00606125432310051,0.00643287916015189,0.00395295400553024,0.00419139970093797,0.00348099588288304,0.00450823919577158,0.00821316274531064,0.00628795117590852,0.00600613960937848,0.000546965393920269,0,0,0.00765653623937245,0.0195832753260012,0.0178271912589256,0.0137250293772033,0.0064112527199254,0.00507392345406864,0.00596678949721704
Kribbellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276069770360146,0,0,0.000201328769881216,0.000962807117640766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ktedonobacteraceae,0.0469790253574037,0.0546251325852733,0.0540351722476512,0.0628664431241053,0.000804047693755883,0.000138921046538551,0,0.00751019596140456,0.101610603900634,0.196606006475382,0.185201369164664,0.0937831648327096,0.041725465600446,0.0258063270860275,0.0316536292523194,0.00293382592632837,0.00253482243694315,0.00243956531381681,0.0019565544574324,0.00263964387177594,0.0050993117712085,0.00548709602418042,0,0,0.000147073242474752,0,0.00104014094971237,0.000568517263245359,0.000678223055594343,0.000424874468906914,0.028049845955764,0.00283206880878291,0.0115520340901525,0.00556836579502527,0.00185030091735972,0.00353536520553643,0.0130495240132635,0.0224480679026134,0.023873505471823,0.0123023245276179,0.00955948615553161,0.0168065775382596,0.0292475333405616,0.0250593348334001,0.0300306980468924,0.00157778479015462,0.00155715730499414,0.000969649956365752,0.00347597350744516,0.0254304144043807,0.106483921982077,0.122185663924794,0.0809954926950575,0.0242484132112044,0.0223407699779522
Labraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162990329240465,0,0,0.000175588220538805,0,0,0,0,0,0,0,0,0,0,9.65623792970259e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25083642979386e-05
Lachnospiraceae,8.34811645622456e-05,0.00131189638809803,0.00101180438448567,0.00117653979645862,0,0,0,0,0,0,0.000291311630616852,0.0024949263624346,0.00653321486437046,0.0125460827269393,0.0105309967052736,0.000190155384113876,0,0.000506922662611285,0.000275924346560979,0,0,0,0,0,0,0,0.00137977881084294,0.00500732512627643,0.00913606351359438,0.0078215527230591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnospirales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000464900046490005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154499806875241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacipirellulaceae,0.00125221746843368,0,0,0.000215698962684079,0,0,0,0,0.00467105462707392,0.003870343492985,0.00207559536814507,0.000837848405295202,0.000296172407184794,0.000540446640545079,0.000464900046490005,0.0156742366619581,0.0149328648512988,0.0170769571967177,0.0154266793759093,0.000178958906561081,0,0.000465008137642409,0.018311953894776,0.022662350028566,0.031473673889597,0.0147589004055881,0.00492474898639326,0.00290818446198587,0.00107717779417925,0.00278099652375435,0.00396989623089775,0,0,0,0,0,0,0,0,0,0,0,0.00127398894069175,0.00114046173288537,0.00171286203674868,0,0,0,0.00554276856592607,0.0103949139171191,0.00287535342885896,0.00244418331374853,0.00188451973888716,0.00163429744213447,0.000555050185787632
LD1-PB3_A Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379486067440095,0.000554819221403693,0.00115673799884326,0,0,0,0,0,0,0,0,0,0
Legionellaceae,0,0,0,0,0,0,0,0,0,0,0,0.000316520508667076,0.000261328594574818,0.000443938311876315,0.000323408727993047,0,0,0,0,0,0,0,0,0,0,0,0.000254728395847927,0.000437320971727199,7.97909477169815e-05,0,0,0.00241250305933359,0.00186430521339636,0.000392483932689006,0,0,0,0.000312709403618495,0.00262881177707676,0.00643436494630477,0.0136589330835969,0.00150274639859053,0.000189743033720048,0,0,0,0,0,0,0,0,9.40070505287897e-05,0.000466272925085483,0.000931169472844058,0.000308361214326462
Leptospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98432107877361e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62541821489693e-05
Limnochordaceae,0,0,0,0,0.000647160338876687,0,0.000395078451292471,0,0,0,0,0,0,0,0,0,0,9.5047999239616e-05,0,0.000738205489564459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Longimicrobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201328769881216,0,0,0,0,0,0,4.24547326413212e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Longimicrobiales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225875266658301,0,0,0,0,0,0,0,0,0,0,0,7.97909477169815e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lutisporaceae,0,0,0,0,0,0,0,0,0,0,0,0.000260663948314063,0.000749141971114479,0.00108089328109016,0.00109150445697653,0,0,0,0,0,0,0,0,0,0,0,0,0.000415454923140839,0.000478745686301889,0.000463499420625724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnetospirillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7907407046725e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70903035816155e-05
Marinilabiliaceae,0,0,0,0,0,0,0,0,0,0,0,0,5.22657189149637e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massilibacillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0.00033101621979477,0.000366731648941304,0.000141491318496958,0,0,0,0,0,0,0,0,0,0,0,0,0.00015306234010452,9.97386846462269e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,7.4475413804018e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,0.00015306234010452,0,0,0,0.0010489143736233,0.000233038151674546,0.000269832703723691,0,0,0,6.70091579182488e-05,0.000136308758811388,0.000498436721192623,0.0018906931952715,0.00072546377862991,0,0,0,0,0,0,0,0,0,0,0,0.000152027669035765,0.000277525092893816
Methanocellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013316465809974,0.000122651228965314,0,0,0,0,0.000253144837792577,0.000113281072998323,5.30100895870514e-05,3.45458942204719e-05,0,0,0,0,0,0,0,0,0,0.000141010575793184,0,0,0
Methanoculleaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06391364986963e-05,0,0.000150583511105534,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanomicrobiales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134018315836498,0,0,7.06801194494019e-05,0.000190002418212595,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanoregulaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155781438641586,0.000158593502197653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanosarcinaceae,0.000876552227903579,8.37380673254061e-05,7.22717417489762e-05,0,0,0,0,0,9.09945706572841e-05,0,0.0011288325686403,0.00379824610400492,0.00275266119618809,0.000810669960817619,0.000303195682493481,0.00611213734651744,0.000376458777763835,0.000316826664132053,0.000426428535594241,8.94794532805405e-05,0,0,0,0.000253919888275249,0.00132365918227277,0.0055205047318612,0.0504999044768516,0.0346795530579669,0.00907622030280665,0.00326380842023947,4.59833540258426e-05,0.00010489143736233,0,0.000196241966344503,0,0,0,0,5.84180394905947e-05,0.000203905931396982,0.000212040358348206,0.000172729471102359,5.42122953485851e-05,0.00021576303054588,0,0,0,0,0,0,0,9.40070505287897e-05,0.000466272925085483,0.000437079548477823,0.000339197335759108
Methanotrichaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111681929863748,0.00066207111422674,0.000158593502197653,0.000229710388210556,0.000224548312433067,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methyloligellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505816894284269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188014101057579,0,0,0.000138762546446908
Methylomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylophilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0.000156797156744891,0,0,0.000434640877974573,0,0,0.000250840315055436,0,0,0,0,0,0,0.00131440588853838,0.00278078498800654,0.00225220300439508,0.000538588897089625,0.000482811896485129,0.000137950062077528,0,0,0,0,0,0,0,0,0,0,0,0,0.000339056190857812,0.000244694576678382,0,0,0,0,0,0,0.00072855464159812,0,0,0
Micavibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100389007403689,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micrarchaeaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62541821489693e-05
Micrarchaeia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70103758884117e-05,0
Microbacteriaceae,0.0144422414692685,0.00795511639591358,0.00872079017104312,0.00694158479910583,0.0284358330718544,0.0174577448483445,0.00818376791962975,0.0145727643489506,0.00418575025023507,0.00591715976331361,0.00393270701332751,0.00381686495745592,0.00411156988797714,0.00229689822231659,0.00266812200594264,0.00309681625556884,0.00200778014807379,0.00212273864968476,0.00188130236291577,0.00326600004473973,0.00224654994116179,0.00674261799581493,0,0,0,0.0012392969806219,0.000997686217071048,0.000677847506177159,0.000199477369292454,0.000791811510235612,0,0,0,0,0.000272675924663537,0,0,0,0.000155781438641586,0,0.000141360238898804,0,0,0,0,0.00012622278321237,0,0,0,0,0,0,9.71401927261424e-05,0,7.70903035816155e-05
Micrococcaceae,0.0252113116977982,0.017808295651203,0.018067935437244,0.0181187128654627,0.00251019767806715,0.00893725399398009,0.0281070098205215,0.0471998408435293,0.048894415966514,0.0233709203230248,0.0154031024688661,0.00999832430318941,0.00742173208592484,0.00609932637186589,0.009116083520304,0.0107845267847441,0.0065252854812398,0.00820581060102018,0.00599508352982491,0.00152115070576919,0.00424348322219449,0.0134387351778656,0.0191950176612753,0.0148543134641021,0.00480439258750858,0.00337990085624155,0.00227132819631068,0.00172741783832244,0.00135644611118869,0.00135187331015836,0,0,0,0,7.7907407046725e-05,0,5.34816557920633e-05,0,0.000116836078981189,0,8.83501493117523e-05,0,0,0,0,0,0,0,0,0,0,9.40070505287897e-05,0,0,0.000138762546446908
Microgenomatia Class,0,0,0,0,0,0,0,0,0,0,0,0,5.22657189149637e-05,0,8.08521819982617e-05,0,0,0,0,0,0,0,0,0,0,0,0.000636820989619818,0.00157435549821792,0.00081785721409906,0.000347624565469293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349704693814113,0.000646117593401999,0
Micromonosporaceae,0.000751330481060211,0,0,0,0.00196109193598996,0,0,0,0,0,0,0,0,0,0.000161704363996523,0.00179289362164512,0.0021332664073284,0.00247124798023002,0.00205689058345457,0.00836632888173053,0.00720322362086795,0.00139502441292723,0,0,0,0,0.000254728395847927,0,0,0.000579374275782155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444899230324332,0.000736299568738824,0.00067423305989437,0,0,0,0,0,0,0,0
Micropepsaceae,0.00498799958259418,0.00153519790096578,0.00127680077089858,0.000941231837166892,0.000137276435519297,0,0,0,0.00806818526494586,0.00171188269882029,0.00149297210691137,0.00171293451749241,0.00163765919266886,0.000424636646142562,0.00119256968447436,0.00298815603607519,0.000828209311080437,0.00107721065804898,0.00120403351226609,0.000156589043240946,0,0.000976517089049058,0.00367168618702361,0.00526883768171142,0.00107853711148152,0,0.00157082510772888,0.000852775894868038,0.000738066266382079,0.000405561993047509,0.00659094741037078,0.0109436732981364,0.0089220320926826,0.00966491684246676,0.000389537035233625,0.0014788455761721,0.00260277391521375,0.00142952870225597,0.00167465046539705,0.00124609180298156,0.00114855194105278,0.00181365944657477,0.0217662365824569,0.0176925685047622,0.0230680250923166,0,0.000192638017112677,0,0.00699891962985579,0.0111838136340433,0.00277950831456367,0.00432432432432432,0.00316677028287224,0.00231842195279541,0.00169598667879554
Microtrichaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000570466152341628,0,0,0,0.00237120551193432,0.00224654994116179,0.000790513833992095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midichloriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231619988805034,0.000161704363996523,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97909477169815e-05,3.86249517188103e-05,0,0,0.000199746987149611,0,0,0,0,0,0.000136308758811388,0.000815623725587929,0.00180234304595975,0.000483642519086607,0,0,0,0,0,0,0,0,0,0,9.71401927261424e-05,0,0.000107926425014262
Miltoncostaeaceae,0,0,0.000313177547578897,0.000176480969468792,0.00137276435519297,0,0,0,0,0,0,0,0,9.65083286687641e-05,0,0.00065196131696186,0,0.00139403732218103,0.000677268850649676,0.0066885891327204,0.00228220946403737,0,0,0,0,0,0,0,0,0,0.000674422525712359,0.00115380581098563,0.00139822891004727,0.000784967865378011,0.00315524998539236,0.000554567091064538,0.000213926623168253,0.000178691087781997,0,0,0.000106020179174103,0.000449096624866135,0.000542122953485851,0.00052399593132571,0.000289184499710815,0.00387083201851267,0.00284141075241199,0,0,0,0,0,0,0,0
Moraxellaceae,4.17405822811228e-05,0,0,0,0,0,0,0,0,0,0,0,3.48438126099758e-05,0,0.000101065227497827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505816894284269,0,0,0,0,0.000600781015319916,0.000927015367062431,0.00167522894795622,0.00804221676987187,0.0198921564185056,0.0183768310568445,0.004611876878433,0,0,0,0,0,0,0,0,0,0.00164512338425382,0.00571184333229717,0.00199536315609441,0.000370033457191754
MVZB01,0,0,0,7.84359864305744e-05,0,0,0,0,0,0,0,5.58565603530135e-05,0,0,4.04260909991308e-05,0,0,0,0,0,0,0,0,0,0,0.000638425717290071,0.000233501029527267,0.00013119629151816,0,0,0.000260572339479775,0,0,0,0,0,0.00016044496737619,0.000335045789591244,0.000642598434396542,0.000543749150391953,0.000229710388210556,0.000431823677755899,0,0,0,0,0,0,0,0,0,0,0.000155424308361828,0,0
MWAK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18188413307078e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
MWDV01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191046296885945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
