Order,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
Staphylococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105185652676975,0,0,0,0,0,0,0,0,0
Steroidobacterales,0.0140457059375978,0.0135655669067158,0.0114430257769212,0.0087260034904014,0.00413790398493881,0.00722389442000463,0.0150129811491139,0.0126827812593256,0.0112226637143984,0.0109783781772171,0.00753768844221106,0.00597665195777244,0.00343211554208261,0.00362871315794553,0.00359792209892264,0.0113549929370857,0.00657547998494165,0.00697018661090517,0.00647168012843024,0.00163300002236986,0.00224654994116179,0.00888165542897001,0.0244934002602714,0.0289468672633784,0.0149524463182665,0.00736067297581493,0.00471247532318665,0.00301751470491767,0.00285252638088209,0.00270374662031672,0.00677488082647415,0.00444040418167197,0.00815633530860909,0.00885541873129569,0.0216777360107512,0.0352150102825981,0.0231575569579634,0.015166406075497,0.0137866573197803,0.0130952920386062,0.0129167918293782,0.0213148167340312,0.00387617911742383,0.00520913602317911,0.00582817991724874,0.0101609340485958,0.00797842454208338,0.00659361970328711,0.00267743905303208,0.000510464522715671,0.00321081132889251,0.00373678025851939,0.00188451973888716,0.000798145262437764,0.00112551843229159
Streptomycetales,0.016466659709903,0.0231117065818121,0.0250301132257287,0.0208835813871404,0.0408495450266709,0.0402871034961797,0.0194152838920871,0.0117377897145131,0.00597531013982832,0.00267946857206654,0.00393270701332751,0.00344448788843583,0.0031707869475078,0.00191086490764153,0.00234471327794959,0.000787786591328915,0.00228384991843393,0.000918797325982955,0.00188130236291577,0.0029304520949377,0,0.0033015577772611,0,0,0,0,0,0.000459187020313559,0.000339111527797171,0,0,0.00237753924687948,0,0,0.0003116296281869,0,0,0,0,0,0,0,0,0,0,0.00033659408856632,0.0002086911852054,0,0,0,0,0,0,0,0
Streptosporangiales,0.024459981216738,0.0204320884273991,0.0219947000722717,0.0227856540580819,0.113547223093819,0.0695068302847881,0.0320577943334462,0.010842534566796,0.00482271224483606,0.00293997246101745,0.00378705119801908,0.00536222979388929,0.0059060262373909,0.00359010982647803,0.00456814828290179,0.00130392263392372,0.00401556029614757,0.00402369863447708,0.00208197461496012,0.00550298637675324,0.00431480226794565,0.00162752848174843,0,0,0,0,0.000254728395847927,0.00013119629151816,0,0.000366937041328698,0.00590119709998314,0.00580399286738226,0.00539316865303948,0.00404749055585537,0.0237422822974894,0.0059153823046884,0.00190751238991693,0.000893455438909984,0.00165517778556685,0.00124609180298156,0.00153729259802449,0.00495733582063772,0.00414724059416676,0.00129457818327528,0.00393735818837033,0.0585252971494688,0.0236302634324884,0.00896926209638321,0.00356991873737611,0,0,0.00110458284371328,0.00114625427416848,0.000760138345178823,0.000616722428652924
Sumerlaeales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100389007403689,0,0.000125420157527718,0,0,0,0,0,0.000490244141582508,0,0,6.55981457590799e-05,0,3.86249517188103e-05,0.000122622277402247,0,0,0,0,0,0,0,0,0,0,0,8.13184430228776e-05,0.000184939740467898,0,0,0,0,0,0.000185623462805699,0,0,7.77121541809139e-05,7.60138345178823e-05,0
Sumerlaeia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135530738371463,0,0,0,0,0,0,0,0,0,0,0,0
Sungbacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24547326413212e-05,0.0002186604858636,9.97386846462269e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Symbiobacteriales,0,0,0,0,7.84436774395984e-05,0,0,0,0,0,0,0,0,0,0,0,0.000200778014807379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synergistales,0,0,0,0,5.88327580796988e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syntrophales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000551800248310112,0,0,0,0,0,0,0,0.000895743272189119,0.00181249716797318,0.00150195253829979,0.000328185995094483,0,0,0,0,0,0,0,0,0,0.000799059929494712,0.0023896487410631,0,0.000292943153610139
Syntrophobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000659094741037078,0.0006992762490822,0.000565949796923896,0,5.84305552850437e-05,9.24278485107563e-05,0.000463507683531215,0.000893455438909984,0.00155781438641586,0.000928904798586252,0.000565440955595215,0,0.000189743033720048,0,0,0,0,0,0,0,0.00225236018593952,0.00173913043478261,0.000310848616723656,0.000627114134772529,0
Syntrophomonadales,0,0,0,9.80449830382179e-05,0,0,0,0,6.06630471048561e-05,0,0,0.00102403693980525,0.00024390668826983,0.000212318323071281,0,0,0,0,0,0,0,0,0,0,0,0,0.000191046296885945,0.000349856777381759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80069172589411e-05,0
Syntrophorhabdales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087368372649101,0,0,0.000147181474758377,0,9.24278485107563e-05,0.000356544371947089,0.000737100737100737,0.000545235035245551,0.000453124291993294,0.000194370328485855,0.000431823677755899,0.000271061476742925,0,0.000111224807581083,0,0,0,0,0,0.00210859251449657,0.00192714453584019,0.00064112527199254,0.000399072631218882,0.000539632125071309
SZUA-149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0,0
SZUA-252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763338041942845,0.00803112059229514,0.00966321325602763,0.00892991521597351,0.00266201373509608,0.00445744035944799,0.00930016275284818,0.0130135712957799,0.0126959944137625,0.00568683204235709,0.00491963346852937,0.00297183128489248,0.00216473881004964,0.00283257864395284,0.00264580919273851,0.000153277846752809,0,0,0,0,0,0,0,0,0,0,0,0.000243955329068633,0.00021576303054588,0.000311429461227032,0.00012622278321237,0.0002086911852054,0,0,0,0,0,9.71401927261424e-05,0,0
SZUA-336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488970987721395,0.000225875266658301,0.000380191996958464,0.000501680630110871,0.00214750687873297,0.00124808330064544,0.000325505696349686,0.000418293363078639,0,0,0,0.000127364197923964,6.55981457590799e-05,0,0.000173812282734647,0.000843028157140448,0,0,0,0,0,0,0,0,0,0,0,0.000487910658137266,0.00200351385506889,0.00171286203674868,0.00557483959187967,0.00471963141926059,0.00208474740618637,0,0,0,0.000164512338425382,0.000135996269816599,0.000228041503553647,0
Tepidiformales,0.00219138056975895,0.00379612571875174,0.00387858347386172,0.00376492734866757,0.000902102290555381,0.00157443852743691,0.0027655491590473,0.00373022978215458,0.00139525008341169,0.000483792936623125,0.000691865122715024,0.00104265579325625,0.000522657189149637,0.000443938311876315,0.000121278272997393,0.00135825274367054,0.00065252854812398,0.0011722586572886,0.000627100787638589,0.00116323289264703,0.000499233320258175,0.00288305045338293,0.00292805354155047,0,0,0.000563316809373592,0.000551911524337175,0.000371722825968119,0.000418902475514153,0.00052143684820394,0.00251375668674606,0,0,0,0.000253199072901856,0.000415925318298403,5.34816557920633e-05,4.46727719454992e-05,7.78907193207929e-05,0,7.06801194494019e-05,0,0.000731865987205898,0,0.000734083730035147,0.00347112653834017,0.00337116529947185,0.00276350237564239,0.00164404152379163,0,0,0.00063454759106933,0.000621697233447311,0.000361065713959941,0.000339197335759108
Tepidisphaerales,0.0067619743295419,0.00139563445542344,0.00202360876897133,0.00201972665058729,0.000235331032318795,0,0.000338638672536404,0.00208892867800657,0.0198974794503928,0.0130251944475457,0.00353215352122933,0.00301625425906273,0.00242164497639332,0.00131251326989519,0.00125320882097306,0.0114093230468326,0.0062994102145815,0.00684345594525235,0.00689810866402448,0.000626356172963783,0.000748849980387262,0.00269704719832597,0.0165458263617773,0.0239319494699422,0.0134326894793607,0.00495718792248761,0.0033963786113057,0.00290818446198587,0.00197482595599529,0.00307068366164542,0.00596250823868426,0.00206286493479249,0.00206405220054598,0.00269832703723691,0.00247356017373352,0.0103981329574601,0.00691696081577352,0.00565110565110565,0.00467344315924758,0.00405546241333998,0.00213807361334441,0.00689190589698414,0.00601756478369294,0.00869216780199118,0.00825288072251635,0.000841485221415799,0.000240797521390846,0.000872684960729177,0.00342900089247968,0.00552229801846954,0.00239612785738247,0.00350176263219741,0.00200108797015853,0.00146326631446923,0.0016034783144976
Terriglobales,0.0215381404570594,0.0164684865739965,0.015273428089617,0.0119810969272702,0.00270630687166614,0.00236165779115536,0,0.0089028150800756,0.0336376596196427,0.0613672732685795,0.0403830747942612,0.0239810832448938,0.0157145594870991,0.011947731089193,0.0137044448487054,0.00065196131696186,0,0,0.000426428535594241,0,0,0,0,0.00279311877102774,0.0028924404353368,0.000976415802914226,0.000318410494809909,0.000262392583036319,0.000299216053938681,0.000308999613750483,0.0481139160957067,0.0756267263382399,0.0879885478394034,0.0807290389049698,0.0423037220263716,0.154793539293389,0.332566762933647,0.33062318516864,0.16898391556646,0.163804431555576,0.154135670489283,0.149911907969738,0.0253984603708121,0.021607126344666,0.0201984250567247,0.00225097296728726,0.00170163581782865,0.00402404731891787,0.0417586547043074,0.0999118288551673,0.0839123975655341,0.0461574618096357,0.0286952129313025,0.0216639428375964,0.0228187298601582
Terriglobia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000858355941815729,0.00024474668717877,0,0.00034342344110288,0.000973842588084062,0.00134020380340597,0.00265625557100581,0.0030600848782667,0.00128519686879308,0.00072499886718927,0.000706801194494019,0.00160638408125194,0.0010842459069717,0.000770582251949573,0.00166837211371624,0.000378668349637109,0.000112372176649062,0,0.00187890459861901,0,0,0.00218566392479436,0.000777121541809139,0.000741134886549352,0.000477959882206016
Thermacetogeniales,0,0,0,0,0,0,0,0,0,0,0,0.00258802062968962,0.00106273628460426,0.000328128317473798,0.000444687000990439,0,0,0,0,0,0,0,0,0,0,0,0.000997686217071048,0.00015306234010452,0.000179529632363208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermaerobacterales,0,0,0,0.000156871972861149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125420157527718,0.000313178086481892,0,0,0,0,0,0,0,0,0.000139634158504718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermincolales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06801194494019e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermoactinomycetales,0,0.00270753084352147,0.00298723199229101,0.00476498617565739,0,0,0,0,0,0,0.00131090233777584,0.00484090189726117,0.00475618042126169,0.00426566812715937,0.00278940027894003,0.000380310768227752,0.00117957083699335,0.000601970661850901,0.00112878141774946,0,0,0,0,0,0,0.00168995042812078,0.00265342079008257,0.00231780115015416,0.00155592348048114,0.000926998841251448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermoanaerobaculales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087409531135275,0.000499367467874026,0.00068684688220576,0.0143933934518824,0.00434410888000555,0.00114094199023068,0.000290373017645745,0.00033103555711337,0.000634374008790611,0.00107787182160338,0.00233184785988185,0,0,0,0.000736299568738824,0.000449488706596247,0,0,0,0,0,0,0,0
Thermoanaerobaculia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000626356172963783,0,0,0,0,0,0,0,0,0.000139634158504718,0,0,0.00062934862417398,0.00106531726479792,0.00103027032330864,0.00132442591979432,0.00760219054000971,0.00533033836060898,0.00359615814161269,0.00212252210149161,0.00256015224976211,0.00204972346403265,0.00329913289805507,0,0,0,0.000778373829809614,0,0,0,0,0,0,0,0,0
Thermodesulfovibrionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048129243880382,0.00636341386664802,0.00346228111059325,0.00365500662316636,0.000331106479948581,0.000831850636596807,0.00226405676186401,0.0106991288809471,0.0541924679674417,0.0618061534278853,0.0331843160814942,0.0190002418212595,0.000731865987205898,0.00114046173288537,0.00111224807581083,0,0,0,0,0,0.00680500311496621,0.036662749706228,0.0263444202673298,0.00733533503097564,0.00351531784332167
Thermoleophilia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84305552850437e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermomicrobiales,0.00628195763330898,0.0183386367442639,0.0183811129848229,0.0201580485126576,0.00235331032318795,0.00940032414910859,0.0214471159273056,0.00835571471202626,0.0030331523552428,0.000446578095344423,0,0.00160122139678639,0.00123695534765414,0.00148622826149897,0.00230428718695046,0.00309681625556884,0.00411594930355126,0.00434052529860913,0.00469071389153665,0.00149878084244905,0.00320935705880255,0.00688212043710765,0.0052983825989961,0,0.000686341798215511,0.000187772269791197,0.000318410494809909,0.000306124680209039,0.000239372843150945,0.000193124758594052,0.000199261200778651,0,0,7.35907373791885e-05,0,0,0,0,0,0,0,0,0.000243955329068633,0.000246586320623863,0.000422654268808115,0,0.000481595042781693,0,0,0,0,0,9.71401927261424e-05,0,0
Thermoplasmatota Phylum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032598065848093,0.000301167022211068,0.000190095998479232,0.000401344504088697,0,0,0.000232504068821204,0,0,0,0,0.000106136831603303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermosediminibacterales,0,0,0,0,0,0,0,0,0,0,0,0.00113575006051127,0.00102789247199429,0.00111949661255766,0.000869160956481313,0,0,0,0,0,0,0,0,0,0,0.000225326723749437,8.49094652826424e-05,0.000721579603349879,0,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tissierellales,0,0.000390777647518562,0,0.000392179932152872,0,0,0,0,0,0,0.000473381399752385,0.00117298776741328,0.00350180316730257,0.00679418633828099,0.00844905301881835,0,0,0,0,0,0,0,0,0,0,0,0.000679275722261139,0.00155248944963156,0.00472761365223115,0.00498261877172654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41485221415799e-05,0,0,0,0,0,0,0,0,0
Treponematales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78907193207929e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumebacillales,0,5.58253782169374e-05,0,0,0,0,0,0,0,0,0,0,0.000104531437829927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148591564244624,0,0,0.000193124758594052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turneriellales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74641943454398e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA10030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184722373139194,0.00208307190362655,0.00332667997338656,0.00200672252044349,0,7.13190457511679e-05,0,0.0011154489682097,0.00209483907827081,0.00558878321404059,0.0102899203845576,0.00594366256978497,0.00236153324732688,0.00163571442819812,0.000888373889532638,0.00628439171686516,0.00195797349743016,0.00319595179439377,0.00326252269047736,0.000350583331710262,0.00265730064468424,0.00233536563625343,0.00142952870225597,0.00531604159364412,0.0068648330236984,0.00915307546869754,0.00445642035444088,0.0047164696953269,0.00366797151927997,0.00238021088223517,0.000147259913747765,0,0,0.00436845319178919,0.00552229801846954,0.0115493362725835,0.0164982373678026,0.0136384830587504,0.00693626239975676,0.00303735796111565
UBA10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24547326413212e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA101185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82841156356854e-05,0,0
UBA1018,0,0,0,0,0,0,0,0,0,0.000372148412787019,0,0.00132193859502132,6.96876252199516e-05,0.000231619988805034,0.000121278272997393,0.00097794197544279,0,0,0,0,0,0,0,0,0.000294146484949505,0,0.000806639920185103,0.000502919117486279,9.97386846462269e-05,0.000444186944766319,0.00102696157324382,0,0,7.35907373791885e-05,0,0,0,0,0.0010515247108307,0.00256015224976211,0.00383439648013005,0.000863647355511797,0,0,0,0,0,0,0,0,0,0.000446533490011751,0.00246736089524402,0.00336361217741629,0.00158806025378128
UBA10199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176700298623505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA10988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185030091735972,0.000462139242553781,0.000196099404570899,0,0.000136308758811388,4.53124291993294e-05,0,0.000397277783535427,0,0,0,0.00021037130535395,0,0,0,0,0,0,0,0,0
UBA11236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162990329240465,0,0,0.000200672252044349,0,0,0,0,0,9.80488283165016e-05,0,0.000233501029527267,6.55981457590799e-05,9.97386846462269e-05,0.000173812282734647,0.000321883478180899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000658049353701528,0,0,7.70903035816155e-05
UBA11346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137950062077528,0.00031467431208699,0,0,0.000136337962331769,0,0.000142617748778836,0,7.78907193207929e-05,0,0,0.000103637682661416,0,0,0,0.000694225307668034,0.000545807715152585,0,9.39452299309503e-05,0,0,0,0,0,0
UBA1135,8.34811645622456e-05,0,0,0,0,0,0,0,0,0,0,0,3.48438126099758e-05,0,0,0.00999674019341519,0.00830719036265529,0.00823749326743339,0.00459037776551447,0.0173590139364248,0.0202546089933317,0.0151127644733783,0.00557724484104852,0.00387227829619755,0.00210804980880478,0.000976415802914226,0.00201659980046276,0.000852775894868038,0.00105723005725001,0.00129393588258015,0.0031268680737573,0,0,0,0,0,0,0,0,0,0,0,0.0010842459069717,0.0027124495268625,0.00140143257552164,0.00422846323761439,0.00540991764724768,0.00295743236691554,0.00277138428296303,0.00139217597104274,0,0.000211515863689777,0.00064112527199254,0.000551100300254646,0.0002004347893122
UBA1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150583511105534,0,0,0,0,0,0.000278862242052426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100389007403689,9.5047999239616e-05,0.000200672252044349,8.94794532805405e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA12015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000492136993042973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134637635426528,0.00118793443886151,0,0,0,0,0.000117508813160987,0,0,0
UBA12157,0,0,0,0,0,0,0,0,0,0,0,0,6.96876252199516e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06801194494019e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55981457590799e-05,5.98432107877361e-05,0,0,0,0,0,0,0,0,0,0,0.000113281072998323,0.000265050447935257,0,0,0,0,0,0,0,0,0,0,0,0.000271992539633199,0.00110220060050929,0.000262107032177493
UBA1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16465801559658e-05,0,0,0,0,0,0,0,0,0,0,0
UBA1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,6.55981457590799e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14951646202325e-05,0,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,0,0,0,0.000245244554804494,0.00052445718681165,0,0.000417014178482068,0.00144128703036441,0.00561499179702844,0.00308410881734232,0.00167522894795622,0.00212252210149161,0.00144999773437854,0.00159030268761154,0.00433550972466922,0,0,0.000333674422743249,8.41485221415799e-05,0.000128425344741785,0,0,0,0,0,0.00050512900217594,9.50172931473528e-05,0
UBA184,0,0.000251214201976218,0.000289086966995905,0.000176480969468792,0,0,0,0,0,0,0,3.7237706902009e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016860563142809,0,0.000166455822624675,0,0.000818027773990612,0.000138641772766134,0,0,0,0,0,0.000276367153763775,0.000379486067440095,0,0.00131245272945678,0.00029451982749553,0.00025685068948357,0,0,0,0,0,0,0,0
UBA1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122242746930349,0.000903501066633204,0.000538605329024491,0.00110369738624392,6.71095899604053e-05,0,0,0.000325339282394497,0,0.000784390626532013,0,0.000806639920185103,0.0002186604858636,0.000478745686301889,0.000289687137891078,0.000812372587789887,0,0,0,0,0,0,0,0,0,3.53400597247009e-05,0,0.000487910658137266,0.00132540147335327,0.000689593807002714,0,0.000433435538503524,0,0.00230165813330828,0,0.000479225571476494,0.000376028202115159,0.000233136462542742,0.000209038044924176,0.0002004347893122
UBA1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226562145996647,5.30100895870514e-05,0,0,0,0,0,0,0,0,0,0,4.70035252643948e-05,0.000135996269816599,0,0
UBA2241,0,0,0,0,5.88327580796988e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199261200778651,0,0,0,0.000584305552850437,0.000231069621276891,0.000124790530181481,0,7.78907193207929e-05,9.06248583986587e-05,0,8.63647355511797e-05,0,0,0,0.00321868097191543,0.00165347631355048,0,0,0,0,0,7.77121541809139e-05,0,0
UBA2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127364197923964,0.00017492838869088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000466272925085483,0.000513093382995705,0
UBA2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488970987721395,0.00519513113314092,0.00839590659949942,0.00739978929413535,0.0136456166252824,0.0145134258103627,0.00730062776098582,0.0049730433166016,0,0,0.000525762355415352,0.000785412553864442,0.000655981457590799,0.000658275318665097,0.000231749710312862,0.000337211262856179,0,0,0,0,0,0,0,0,0,0,0,0.000460804510462973,0.000277409610701846,0.000244694576678382,0.00372357210476491,0.00234376254153757,0,0,0,0,0,0,0,9.25083642979386e-05
UBA2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162990329240465,0.000150583511105534,0.000190095998479232,0.000150504189033261,0,0,0,0,0,0,0,0,4.37320971727199e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA2394,0,0,0,0,0,0,0,0,0,0,0,0.000111713120706027,3.48438126099758e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74641943454398e-05,3.98954738584908e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025256450108797,0.000152027669035765,0
UBA2466,0,0,0,0,0,0,0,0,0,0,0,0.000111713120706027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000525762355415352,0.00036086522745123,6.55981457590799e-05,0.000139634158504718,0,0.000107294492726966,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67348845486497e-05,0,0,0,0,0,0,0.000329024676850764,0.000446844886540255,0.000323058796701,0
UBA2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052114467895955,0,0,0,0,0,0,0,0.000292090197452973,6.79686437989941e-05,0.000176700298623505,0,0.00287325165347501,0.00237339333600469,0.00300306980468924,0.00021037130535395,0,0,0,0.000278435194208548,0.00450472037187904,0.0463219741480611,0.0440627914205782,0.0103188780358025,0.00601304367936601
UBA2979,8.34811645622456e-05,0,0,0,0,0.000231535077564251,0,0,0,0,0,0,0,0,0,0.00296099098120178,0.00163132137030995,0.00240788264740361,0.00203180655194903,0.00362391785786189,0.00470705701957708,0.00153452685421995,0,0,0,0,0,0.00102770428355892,0.000339111527797171,0.00059868675164156,0.00190064529973483,0,0,0.000147181474758377,0.00153867128917282,0.000369711394043025,0,0.000312709403618495,0.000136308758811388,0,0.000212040358348206,0.000190002418212595,0.000406592215114388,0.000554819221403693,0.000734083730035147,0.00971915430735248,0.00701523445651999,0,0,0,0,0,0,0,0
UBA4068,0.000208702911405614,0.000334952269301625,0.000361358708744881,0.000647096888052238,0,0,0,0,0,0,0.00160221396839269,0.00376100839710291,0.00221258210073346,0.000868574958018877,0.000545752228488266,0.000298815603607519,0,0,0,0,0,0,0,0,0,0,0.00169818930565285,0.0020772746157042,0.000379007001655662,0.000212437234453457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
