Species,GcA-0,GcA-1,GcA-2,GcA-3,GcA4,GcA5,GcA6,GcA7,GcA8,GcA9,GcA10,GcA11,GcA12,GcA13,GcA14,GcB-0,GcB-1,GcB-2,GcB-3,GcB4,GcB5,GcB6,GcB7,GcB8,GcB9,GcB10,GcB11,GcB12,GcB13,GcB14,GcC-0,GcC-1,GcC-2,GcC-3,GcC5,GcC6,GcC7,GcC8,GcC9,GcC10,GcC11,GcL-0,GcL-1,GcL-2,GcL-3,GcL4,GcL5,GcL6,GcL7,GcL8,GcL9,GcL10,GcL11,GcL12,GcL13
Bog-950 sp016722375(GB_GCA_016722375.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017492838869088,0,0,0,0,0,0,0,0,0,0,0.000272617517622775,0.000521092935792288,0.00128991217995158,0.000397277783535427,0,0,0,0,0,0,0,0,0,0,0.000427416847995026,0.00123522481091559,0.000832575278681447
Bog-950 sp016787045(GB_GCA_016787045.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000437320971727199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bog-950 sp018262795(GB_GCA_018262795.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031467431208699,0.000332911645249351,0.000220772212137566,0,0,0,0,0,0,0.000176700298623505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bog-950 sp903861145(GB_GCA_903861145.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93208863830672e-05,0,0,0.000798379873038127,0.00188046581177217,0.00372837630095595,0.000742736725740146,0,0,0,0,0,0,0,0,0,0,0.00308905812869133,0.00172931473528182,0
BOKZ01 sp016861245(GB_GCA_016861245.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05052878965922e-05,0,0,0
Bosea Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301167022211068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium Genus,0.014609203798393,0.011192988332496,0.0143820766080463,0.0103535502088358,0.000843269532475682,0,0.0065470143357038,0.0343678503929175,0.0259031211137735,0.0196866510364333,0.0112154977787488,0.00767096762181385,0.00576665098695099,0.00509563975371074,0.00669051806035615,0.0052700206454417,0.00276069770360146,0.00408706396730349,0.00295991571765414,0.000827684942844999,0,0,0.0121769845696226,0.0154256332127214,0.00676536915383861,0.00379299984978218,0.0022076460973487,0.00157435549821792,0.00135644611118869,0.00119737350328312,0.00781717018439325,0.0048949337435754,0.00386177508489247,0.00490604915861257,0.00329158794772413,0.00954317535873559,0.00855706492673013,0.00457895912441367,0.00362191844841687,0.00314921382935339,0.00318060537522308,0.004611876878433,0.00393039141277242,0.00332891532842216,0.00460470703385683,0.000610076785526454,0.000610020387523478,0.00252108988655096,0.0125416881957819,0.0136433245162188,0.00646954521493267,0.00514688601645123,0.00472101336649052,0.00231842195279541,0.00340739141830741
Brevibacillus Genus,0,0,0,0,0,0,0,0,0,0,0,0,0.000209062875659855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevibacillus sediminis_A(RS_GCF_020923495.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150504189033261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevinematales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226562145996647,0.000318060537522308,0,0,0,0,0,0,0,0,0,0,0,0.000116568231271371,0,6.16722428652924e-05
Brevundimonas Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135825274367054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000331106479948581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRH-c8a sp000961575(GB_GCA_000961575.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06391364986963e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brocadiales Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36820989619818e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brocadiia Class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111849316600676,0,0,0,0,0,0,0,0,9.97386846462269e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryobacteraceae Family,0.00127308775957425,0.00106068218612181,0.00161406889906047,0.00123536678628155,0,0,0,0,0.0030331523552428,0.00718246436678948,0.00287670235234142,0.00141503286227634,0.000766563877419467,0.000694859966415102,0.000788308774483051,0.000162990329240465,0.000451750533316602,0.000253461331305643,0.000326092409572066,0.000201328769881216,0,0,0,0,0,0.000413098993540634,0.000254728395847927,8.74641943454398e-05,0.00025932058008019,0.000270374662031672,0.000705078095062921,0.00027971049963288,0,0,0.000954365736322381,0.0010629202578737,0.000677434306699469,0.000469064105427742,0.000603653074736145,0.000271874575195976,0.000123690209036453,0.000742736725740146,0.00032527377209151,0.000246586320623863,0.000266939538194599,0.000546965393920269,0.000240797521390846,0,0,0,0.000622993242919442,0.000611045828437133,9.71401927261424e-05,0.000228041503553647,0.000354615396475431
BS750m-G62 sp016782785(GB_GCA_016782785.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000383194616882022,0,0,0,0,0,0,0,0,0,0,0,0.00021684918139434,0,0.000244694576678382,0.000105185652676975,0,0,0,0.000232029328507123,0,0,5.82841156356854e-05,0,0.000107926425014262
BS750m-G65 sp016782755(GB_GCA_016782755.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380069172589411,0.000400869578624401
Burkholderiaceae Family,0.00154440154440154,0.00114442025344722,0.00115634786798362,0.000784359864305744,0,0,0,0,0.00330613606721466,0.00282832793718135,0.0010924186148132,0.00100541808635424,0.000540079095454625,0,0.000282982636993916,0.000869281755949147,0,0.00095047999239616,0,0,0,0,0,0,0,0,0.000424547326413212,0,0,0,0,0,0,0,0,0,0,0,0.000155781438641586,0,0.000212040358348206,0,0,0.000832228832105539,0.000667348845486497,0,0,0,0,0,0,0.000399529964747356,0.000194280385452285,0,0.000123344485730585
Burkholderiaceae_B Family,0.000918292810184702,0.00145145983364037,0.00149361599614551,0.00100005882698982,0.00121587700031377,0.000555684186154202,0,0.00129314632448025,0.00112226637143984,0.000930371031967549,0.000728279076542131,0.00154536483643337,0.00264812975835816,0.00150552992723272,0.00347664382592525,0.00391176790177116,0.00230894717028485,0.00373855463675823,0.00215722670947675,0.00313178086481892,0.00388688799343865,0.00832364566379912,0.00725041829336308,0.00742715673205104,0.00509853907245808,0.00157728706624606,0.00426670063045278,0.00212100671287692,0.00223414653607548,0.00266512166859791,0.00124155055869775,0,0,0,0.00122704166098592,0.000901171522979874,0.000730915962491532,0.000982800982800983,0.0010709973906609,0.0015406225927772,0.00116622197091513,0,0.000650547544183021,0,0.000823063576100013,0.00271378983906595,0.00192638017112677,0,0,0,0,0.000564042303172738,0.00108797015853279,0.00102618676599141,0.00115635455372423
Burkholderiales Order,0.0021078994051967,0,0,0.000176480969468792,0.000176498274239096,0,0,0.00308365661991445,0.0024871849312991,0.00238174984183692,0,0.000595803310432144,0.000418125751319709,0.000482541643343821,0.000444687000990439,0.019504509399109,0.0144811143179822,0.0153027278775782,0.0139467215170822,0.00190143838221148,0.00260314516991763,0.00525459195535922,0.0212400074363265,0.0646860915381197,0.0414256299637219,0.0139327024185068,0.00819376339977499,0.00408895108564931,0.00359059264726417,0.00339899575125531,0.0112199383823056,0.00552428236774938,0.00339569878154338,0.00583819849874896,0.00109070369865415,0.0048524620468147,0.0192890505223375,0.0580299307572035,0.0689917046383923,0.0444741492591418,0.0333080062905306,0.0387950392095899,0.00360511764068091,0.00406867429029375,0.00298082484317302,0.00321868097191543,0.00468752508307514,0.0158052942887618,0.0203391422800507,0.00946679660309063,0.00809891215795275,0.0118213866039953,0.00707180603046316,0.00288852571167953,0.00468709045776222
Byssovorax cruenta(GB_GCA_001312805.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194370328485855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bythopirellula Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139634158504718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7867-001 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.992762490822e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7867-002 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015306234010452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7867-002 sp002413065(GB_GCA_002413065.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30100895870514e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7867-002 sp903870235(GB_GCA_903870235.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106020179174103,0,0,0,0,0,0,0,0,0,0,0,0.000194280385452285,0,4.62541821489693e-05
C7867-005 sp001189165(GB_GCA_001189165.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65823290498702e-05,9.81209831722514e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247044962183117,0
C7867-006 sp000996025(GB_GCA_000996025.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000546651214658999,0.00151602800662265,0.000347624565469293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000323779275042785
C7867-006 sp001824295(GB_GCA_001824295.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154180607163231
CAADGV01 sp900696645(GB_GCA_900696645.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000916568742655699,0,0,0
Caballeronia Genus,0.000354794949389544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045452956190343,0,0,0.0003116296281869,0,0.00149748636217777,0.00160821979003797,0.000915215952019317,0,0.000512430866008164,0.0011054686150551,0,0,0,0,0,0,0,0,0,0,0,0,0
CABMGE01 sp018304045(GB_GCA_018304045.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08361214326462e-05
CACIAM-22H2 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380310768227752,0,0.000380191996958464,0,0.000782945216204729,0.00142638091502336,0.000465008137642409,0,0,0,0,0,0,0.000119686421575472,0.000366937041328698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112372176649062,0,0,0,0,0,0,0,0
CADCWF01 sp020847015(GB_GCA_020847015.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200778014807379,0,0.00035117644107761,0,0,0,0,0,0,0,0,0,0,0,7.66389233764044e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADCWI01 sp902806355(GB_GCA_902806355.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055800976517089,0.000697155605131065,0,0,0.000187772269791197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADCWL01 sp902806405(GB_GCA_902806405.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000923611865695969,0.00178190488141549,0.00250293064664322,0.00173079817388251,0.000648726036283918,0.00213957137253504,0.00362706347361079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADDYX01 sp902810735(GB_GCA_902810735.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000679126371835271,0.00065252854812398,0,0.000852857071188481,0,0,0,0.00190555865402491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADDZO01 sp902812395(GB_GCA_902812395.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271061476742925,0,0.000244694576678382,0.000820448090880404,0.00025685068948357,0,0,0,0,0,0,0,0
CADDZR01 sp902812495(GB_GCA_902812495.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245302457930628,0,0.00073942278808605,0.000285235497557671,0,0.000194726798301982,0.000271874575195976,0.000176700298623505,0.000449096624866135,0,0,0,0,0,0,0,0,0,0,0,0,0
CADDZS01 sp021806865(GB_GCA_021806865.1),0.000793071063341334,0.000976944118796405,0.0012045290291496,0.00141184775575034,0,0,0,0,0,0.000669867143016635,0.00633602796591654,0.00508294699212423,0.00137633059809404,0.000598351637746338,0.000788308774483051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475161324933707,0.0100695779867837,0.0132831746454491,0.0108423686405338,0,0.00103981329574601,0.00237102007344814,0.0108778199687291,0.0510184211551194,0.0811319044813992,0.048504231972152,0.0177047707879918,0.000542122953485851,0,0,0,0,0,0,0,0,0.00145710928319624,0.00200108797015853,0.000285051879442058,0
CADEED01 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366728240791046,0.000577236792571213,0.00167918131989988,0.00147995785882707,0,0,0,0.00576315300241681,0.011489874944455,0.0057848808706736,0.00281658404686796,0.00178309877093549,0.00100583823497256,0.000977439109533024,0.00110081112398609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADEED01 sp023423065(GB_GCA_023423065.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212318323071281,0,0.00263501032272085,0.00248462793324131,0.0018059119855527,0.00190638639442131,0.000514506856363108,0,0.00218553824691932,0.00766871165644172,0.00990287564273472,0.0061770761839396,0.002666366231035,0.00169818930565285,0.000655981457590799,0.00103728232032076,0.000733874082657397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADEEL01 sp016791425(GB_GCA_016791425.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107294492726966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.71401927261424e-05,0,0
CADEFD01 sp022842985(GB_GCA_022842985.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173856351189829,0.00293637846655791,0.00174254665272629,0.00240806702453218,0.00749390421224526,0.00784509503262846,0.00427807486631016,0.00418293363078639,0,0,0.00112663361874718,0.00106136831603303,0.00133382896376796,0.000698170792523588,0.000424874468906914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADEFT01 Genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81595042781693e-05,0,0,0,0,0,0,0,0
CADEFT01 sp019187195(GB_GCA_019187195.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-272 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181917409496089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIJLX01 sp903821695(GB_GCA_903821695.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30100895870514e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIKAP01 sp016871575(GB_GCA_016871575.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271992539633199,0,0
CAIKBL01 sp016191285(GB_GCA_016191285.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000543985079266397,0,0
CAIKUF01 sp016702655(GB_GCA_016702655.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105943714006302,0.000527042288869369,0,0.000526764661616415,0.000603986309643648,0.00181863566665478,0.00148802604045571,0.00162669641197249,0,0.000980488283165016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAILAD01 sp013816445(GB_GCA_013816445.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86249517188103e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAILIB01 sp903834195(GB_GCA_903834195.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106136831603303,0,0,0,0,0,0,0,0,0,0.000106963311584127,4.46727719454992e-05,0.000136308758811388,9.06248583986587e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAILUG01 sp945902215(GB_GCA_945902215.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217320438987287,0,0,0,0,0,0,0,0,0,0.000525762355415352,0.000169818930565285,0,0.000219425106221699,0.000115874855156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAILUR01 sp903837445(GB_GCA_903837445.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294530789795641,0.000229710388210556,0.000103637682661416,0,0,0,0,0,0,0,0,0,0,0,0,0
CAILZL01 sp903838705(GB_GCA_903838705.1),0,0,0,0,0,0,0,0,0,0,0,0.000223426241412054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376028202115159,0,0,0
CAIMLA01 sp903842085(GB_GCA_903842085.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226562145996647,5.30100895870514e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIMNF01 sp018969905(GB_GCA_018969905.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306124680209039,9.97386846462269e-05,9.65623792970259e-05,0.000260572339479775,0,0,0,0,0,0,0,0.000428398956264361,0.00156327880737686,0.00272118459880197,0.000570007254637786,0,0,0,0,0,0,0,0,0,0,0.00207880012433945,0.00317357759112158,0.00114093649300791
CAIMNF01 sp903858975(GB_GCA_903858975.1),0,0,0,0,0,0,0,0,0,0,0,0,6.96876252199516e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIMPC01 sp903843285(GB_GCA_903843285.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000406410686834061,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62541821489693e-05
CAIMTB01 sp019634625(GB_GCA_019634625.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434640877974573,0.000401556029614757,0,0,0,0,0.00055800976517089,0,0,0,0,0,0,0.000139634158504718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIMUX01 Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108660219493643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIMWE01 sp903845115(GB_GCA_903845115.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500555090275208,0.0012708829170229,0.000267408278960317,0,0.000311562877283172,0.000453124291993294,0.00038874065697171,0.00055273430752755,0,0,0,0.00117807930998212,0.00113977493458334,0,0,0,0,0,0,0,0
CAIMXF01 Genus,0.000605238443076281,0,0,0,0.000627549419516787,0,0,0,0.000849282659467985,0.00115366007963976,0.00127448838394873,0,0.000261328594574818,0.000540446640545079,0.000242556545994785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047718286816119,0.00288837026596113,0.00108746033443862,0.000982800982800983,0.0010904700704911,0.000770311296388599,0.000512430866008164,0.00188275123501572,0,0,0,0,0,0,0,0,0,0,0,0,0
CAINDI01 Genus,0,0,0,0,0,0,0,0,0,0,0,7.4475413804018e-05,8.71095315249395e-05,0,0.000161704363996523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035253904753146,0.00286703262123702,0.00183101404887143,0.00203601040082422,0.0003116296281869,0.00101670633361832,0.00221057510607195,0.00212195666741121,0.00202515870234062,0.00104218587158458,0.000883501493117523,0.00224548312433067,0.00552965412555568,0.0046851400918534,0.00576144503270009,0.00021037130535395,0,0,0,0,0.00474433315761729,0.0027027027027027,0.00227308050979173,0.001292235186804,0.00124886291802217
CAINDI01 sp022072455(GB_GCA_022072455.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108660219493643,0.000100389007403689,0,0,0,0,0,0,0,0,0.000262881177707676,0,0.0001093302429318,0,5.79374275782155e-05,0.000337211262856179,0,0,0,0,0,0,0,0,0,0,0,0.000596335248834436,0,0,0,0,0,0,0,0,0,0,0,0
CAINDI01 sp903847335(GB_GCA_903847335.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429177970907865,0,0,0,0,0,0,0,0.000155781438641586,0,0,0,0.00138241353138892,0,0.000467144191840548,0,0,0,0,0,0,0,0,0,7.70903035816155e-05
CAINMV01 sp903897855(GB_GCA_903897855.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171031127665235,0.00024668897146117
CAINVV01 sp903854235(GB_GCA_903854235.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19667080516853e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000835405657444824,0.00131123864543347,0.000940501703695709
CAIOGI01 sp903857825(GB_GCA_903857825.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190034586294706,7.70903035816155e-05
CAIOGI01 sp943349555(GB_GCA_943349555.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98432107877361e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIOMD01 Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194280385452285,0.000209038044924176,0.000138762546446908
CAIOTO01 sp903861255(GB_GCA_903861255.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97909477169815e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAIOZA01 sp903862655(GB_GCA_903862655.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138762546446908
CAIPEB01 sp903863885(GB_GCA_903863885.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016860563142809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31113916061849e-05,0,0,0,0,0,0.000141010575793184,0.000155424308361828,0,0.000308361214326462
CAIPFQ01 sp013285585(GB_GCA_013285585.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83501493117523e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
